Input File: f:\srs011.78d
Measure Group: Swept Sine
Measurement: Freq. Resp.
Num of extracted Points: 200
Start Freq.: 25 Hz
Stop  Freq.: 1 Hz
Sweep Type: Log
Auto Level: Channel 2
Ideal Ref.:  10.0 mV
Ref. Upper Limit:   3.0 dB
Ref. Lower Limit:  -3.0 dB
Max Source:  10.0 mV
Source Ramping: Off
Source Offset:   0.0 mV
Settle Time:   7.8125 ms
Settle Cycles:    5
Integration Time:   15.625 ms
Integration Cycles:   40

    X[Hz]         Mag[dB]     
  1.267352e+01  -9.178680e+00 
  1.288019e+01  -9.666141e+00 
  1.309022e+01  -1.030935e+01 
  1.330368e+01  -1.078491e+01 
  1.352062e+01  -1.131321e+01 
  1.374110e+01  -1.204735e+01 
  1.396517e+01  -1.212937e+01 
  1.419290e+01  -1.294868e+01 
  1.442434e+01  -1.311758e+01 
  1.465956e+01  -1.343742e+01 
  1.489861e+01  -1.406286e+01 
  1.514155e+01  -1.440688e+01 
  1.538846e+01  -1.497802e+01 
  1.563940e+01  -1.547988e+01 
  1.589443e+01  -1.596630e+01 
  1.615362e+01  -1.599466e+01 
  1.641703e+01  -1.687336e+01 
  1.668474e+01  -1.685967e+01 
  1.695681e+01  -1.689316e+01 
  1.723332e+01  -1.764381e+01 
  1.751434e+01  -1.809474e+01 
  1.779995e+01  -1.856487e+01 
  1.809021e+01  -1.873233e+01 
  1.838520e+01  -1.916697e+01 
  1.868500e+01  -1.937710e+01 
  1.898969e+01  -2.005684e+01 
  1.929936e+01  -2.017252e+01 
  1.961407e+01  -2.137397e+01 
  1.993391e+01  -2.089191e+01 
  2.025897e+01  -2.129126e+01 
  2.058932e+01  -2.151296e+01 
  2.092507e+01  -2.192228e+01 
  2.126629e+01  -2.312103e+01 
  2.161308e+01  -2.257731e+01 
  2.196552e+01  -2.264948e+01 
  2.232370e+01  -2.313275e+01 
  2.268773e+01  -2.324267e+01 
  2.305770e+01  -2.380256e+01 
  2.343369e+01  -2.404914e+01 
  2.381582e+01  -2.459289e+01 
  2.420418e+01  -2.514547e+01 
  2.459887e+01  -2.471742e+01 
  2.500000e+01  -2.569383e+01 
