Input File: f:\srs014.78d
Measure Group: Swept Sine
Measurement: Freq. Resp.
Num of extracted Points: 200
Start Freq.: 25 Hz
Stop  Freq.: 1 Hz
  2.138783e+00  -1.330535e+01 
  2.173660e+00  -1.173025e+01 
  2.209105e+00  -1.032564e+01 
  2.245129e+00  -8.595757e+00 
  2.281739e+00  -5.818174e+00 
  2.318947e+00  -3.220090e+00 
  2.356762e+00   3.427311e-01 
  2.395193e+00   7.640860e+00 
  2.434251e+00   2.151086e+01 
  2.473946e+00   6.810055e+00 
  2.514288e+00   4.739275e+00 
  2.555288e+00   7.098139e+00 
  2.596956e+00   2.420044e+00 
  2.639304e+00  -1.264032e+01 
  2.682343e+00  -2.879982e+01 
  2.726083e+00  -2.414096e+01 
  2.770537e+00  -2.323773e+01 
  2.815715e+00  -2.458503e+01 
  2.861631e+00  -2.429971e+01 
  2.908295e+00  -2.890480e+01 
  2.955719e+00  -3.181181e+01 
  3.003918e+00  -3.267900e+01 
  3.052902e+00  -4.848244e+01 
  3.102685e+00  -3.733635e+01 
  3.153280e+00  -2.854880e+01 
  3.204700e+00  -2.564768e+01 
  3.256958e+00  -2.294946e+01 
  3.310069e+00  -1.991483e+01 
  3.364045e+00  -1.816669e+01 
  3.418902e+00  -1.610699e+01 
  3.474653e+00  -1.360225e+01 
  3.531314e+00  -1.394205e+01 
  3.588898e+00  -1.211610e+01 
  3.647421e+00  -1.078316e+01 
  3.706899e+00  -9.326490e+00 
  3.767347e+00  -7.669837e+00 
  3.828780e+00  -6.080690e+00 
  3.891215e+00  -4.849626e+00 
  3.954668e+00  -2.792889e+00 
  4.019156e+00  -1.128334e+00 
  4.084696e+00   1.086372e+00 
  4.151304e+00   2.951608e+00 
  4.218998e+00   6.068195e+00 
  4.287796e+00   9.073031e+00 
  4.357717e+00   1.331979e+01 
  4.428777e+00   1.417197e+01 
  4.500996e+00   1.278524e+01 
  4.574393e+00   1.245602e+01 
  4.648987e+00   1.109188e+01 
  4.724797e+00   8.866905e+00 
  4.801843e+00   6.546460e+00 
  4.880146e+00   4.660024e+00 
  4.959725e+00   3.621060e+00 
  5.040602e+00   2.665235e+00 
  5.122798e+00   2.233019e+00 
  5.206335e+00   1.741852e+00 
  5.291233e+00   1.058048e+00 
  5.377516e+00   7.641911e-01 
  5.465206e+00   3.271804e-01 
  5.554326e+00   1.590384e-01 
  5.644899e+00  -1.155493e-01 
  5.736949e+00  -2.468185e-01 
  5.830501e+00  -4.945683e-01 
  5.925577e+00  -6.865962e-01 
  6.022204e+00  -6.119274e-01 
  6.120407e+00  -4.972202e-01 
  6.220211e+00  -6.274472e-01 
  6.321643e+00  -6.221921e-01 
  6.424728e+00  -6.195135e-01 
  6.529495e+00  -5.686839e-01 
  6.635970e+00  -2.902306e-01 
  6.744182e+00  -1.338721e-01 
  6.854157e+00   1.464085e-01 
  6.965927e+00   3.492116e-01 
  7.079518e+00   6.046174e-01 
  7.194963e+00   1.063413e+00 
  7.312289e+00   1.291924e+00 
  7.431530e+00   1.777231e+00 
  7.552714e+00   2.411421e+00 
  7.675874e+00   2.963172e+00 
  7.801043e+00   3.418859e+00 
  7.928253e+00   4.285639e+00 
  8.057537e+00   4.976620e+00 
  8.188930e+00   6.424798e+00 
  8.322465e+00   7.064807e+00 
  8.458178e+00   8.426367e+00 
  8.596103e+00   9.888019e+00 
  8.736278e+00   1.031257e+01 
  8.878738e+00   1.105641e+01 
  9.023522e+00   1.037076e+01 
  9.170667e+00   9.205094e+00 
  9.320210e+00   7.594544e+00 
  9.472194e+00   6.011004e+00 
  9.626655e+00   4.371240e+00 
  9.783634e+00   2.882399e+00 
  9.943173e+00   1.701526e+00 
  1.010532e+01   4.522834e-01 
  1.027010e+01  -5.430235e-01 
  1.043757e+01  -1.499982e+00 
  1.060778e+01  -2.566342e+00 
  1.078075e+01  -3.547616e+00 
  1.095655e+01  -4.449560e+00 
  1.113522e+01  -5.132058e+00 
  1.131680e+01  -5.895154e+00 
  1.150134e+01  -6.647425e+00 
  1.168889e+01  -7.243191e+00 
  1.187950e+01  -8.015249e+00 
  1.207321e+01  -8.772733e+00 
  1.227009e+01  -9.389927e+00 
  1.247018e+01  -9.750687e+00 
  1.267352e+01  -1.064877e+01 
  1.288019e+01  -1.086236e+01 
  1.309022e+01  -1.156392e+01 
  1.330368e+01  -1.183474e+01 
  1.352062e+01  -1.242102e+01 
  1.374110e+01  -1.304646e+01 
  1.396517e+01  -1.357314e+01 
  1.419290e+01  -1.388519e+01 
  1.442434e+01  -1.451492e+01 
  1.465956e+01  -1.501567e+01 
  1.489861e+01  -1.526330e+01 
  1.514155e+01  -1.602597e+01 
  1.538846e+01  -1.597770e+01 
  1.563940e+01  -1.673196e+01 
  1.589443e+01  -1.673210e+01 
  1.615362e+01  -1.703571e+01 
  1.641703e+01  -1.794718e+01 
  1.668474e+01  -1.823374e+01 
  1.695681e+01  -1.827091e+01 
  1.723332e+01  -1.908393e+01 
  1.751434e+01  -1.937053e+01 
  1.779995e+01  -1.946132e+01 
  1.809021e+01  -2.006852e+01 
  1.838520e+01  -1.994825e+01 
  1.868500e+01  -2.040245e+01 
  1.898969e+01  -2.102706e+01 
  1.929936e+01  -2.139815e+01 
  1.961407e+01  -2.234321e+01 
  1.993391e+01  -2.178722e+01 
  2.025897e+01  -2.280435e+01 
  2.058932e+01  -2.256559e+01 
  2.092507e+01  -2.290578e+01 
  2.126629e+01  -2.364551e+01 
  2.161308e+01  -2.385607e+01 
  2.196552e+01  -2.389378e+01 
  2.232370e+01  -2.459141e+01 
  2.268773e+01  -2.459719e+01 
  2.305770e+01  -2.513135e+01 
  2.343369e+01  -2.512667e+01 
  2.381582e+01  -2.617323e+01 
  2.420418e+01  -2.595436e+01 
  2.459887e+01  -2.577543e+01 
  2.500000e+01  -2.619764e+01 
