Input File: f:\srs012.78d
Measure Group: Swept Sine
Measurement: Freq. Resp.
Num of extracted Points: 200
Start Freq.: 25 Hz
Stop  Freq.: 1 Hz
Sweep Type: Log
Auto Level: Channel 2
Ideal Ref.:  10.0 mV
Ref. Upper Limit:   3.0 dB
Ref. Lower Limit:  -3.0 dB
Max Source:  10.0 mV
Source Ramping: Off
Source Offset:   0.0 mV
Settle Time:   7.8125 ms
Settle Cycles:    5
Integration Time:   15.625 ms
Integration Cycles:   40

    X[Hz]         UP[deg]     
  1.000000e+00  -1.024718e+00 
  1.016307e+00   5.337988e-01 
  1.032879e+00   9.811352e-01 
  1.049722e+00  -8.066788e-01 
  1.066840e+00   3.077202e-01 
  1.084237e+00   1.954295e+00 
  1.101917e+00  -1.380035e-01 
  1.119886e+00   1.518003e+00 
  1.138148e+00   2.584646e+00 
  1.156707e+00  -1.056839e+00 
  1.175569e+00  -2.563104e+00 
  1.194739e+00  -1.971835e+00 
  1.214221e+00  -2.939225e+00 
  1.234021e+00   1.590353e+00 
  1.254144e+00  -6.157919e-01 
  1.274595e+00  -1.979221e+00 
  1.295380e+00  -3.349804e+00 
  1.316504e+00  -2.368757e+00 
  1.337971e+00  -3.427329e+00 
  1.359789e+00  -1.350603e+00 
  1.381963e+00   4.686498e-01 
  1.404499e+00   1.526712e+00 
  1.427401e+00  -3.185763e+00 
  1.450678e+00  -6.513181e-01 
  1.474334e+00  -4.942412e+00 
  1.498375e+00  -3.774573e+00 
  1.522809e+00  -3.051926e+00 
  1.547641e+00  -3.348616e+00 
  1.572878e+00   2.313203e-01 
  1.598527e+00   1.979702e+00 
  1.624593e+00  -6.829878e+00 
  1.651085e+00  -5.972671e+00 
  1.678009e+00  -4.710832e+00 
  1.705372e+00  -2.272129e+00 
  1.733181e+00  -1.026000e+00 
  1.761444e+00  -2.710984e+00 
  1.790167e+00   1.377884e+00 
  1.819359e+00  -2.904770e+00 
  1.849027e+00  -4.113119e+00 
  1.879179e+00  -5.428017e+00 
  1.909822e+00  -2.170951e+00 
  1.940965e+00  -2.004555e+00 
  1.972616e+00  -5.521573e+00 
  2.004783e+00  -4.235697e+00 
  2.037475e+00  -1.408553e+00 
  2.070699e+00  -1.398115e+00 
  2.104466e+00  -3.507388e+00 
  2.138783e+00  -3.087457e+00 
