Input File: f:\srs008.78d
Measure Group: Swept Sine
Measurement: Freq. Resp.
Num of extracted Points: 300
Start Freq.: 25 Hz
Stop  Freq.: 1 Hz
Sweep Type: Log
Auto Level: Channel 2
Ideal Ref.:  10.0 mV
Ref. Upper Limit:   3.0 dB
Ref. Lower Limit:  -3.0 dB
Max Source:  30.0 mV
Source Ramping: Off
Source Offset:   0.0 mV
Settle Time:   7.8125 ms
Settle Cycles:    1
Integration Time:   15.625 ms
Integration Cycles:   50

    X[Hz]         UP[deg]     
  1.000000e+00  -7.096903e-01 
  1.010824e+00  -3.728016e-01 
  1.021764e+00  -1.902232e+00 
  1.032824e+00  -1.355669e+00 
  1.044003e+00  -1.051138e+00 
  1.055302e+00  -1.049251e+00 
  1.066725e+00  -6.622949e-01 
  1.078270e+00  -3.590984e-01 
  1.089941e+00  -1.787552e+00 
  1.101738e+00  -1.160745e+00 
  1.113663e+00  -4.584275e-01 
  1.125717e+00  -1.512027e+00 
  1.137901e+00  -4.393275e-01 
  1.150218e+00  -7.764040e-01 
  1.162667e+00  -1.279755e+00 
  1.175251e+00  -4.655133e-01 
  1.187972e+00  -1.599731e+00 
  1.200830e+00  -6.489759e-01 
  1.213827e+00  -8.576400e-01 
  1.226965e+00  -1.892823e+00 
  1.240246e+00  -8.975955e-01 
  1.253670e+00  -9.679919e-01 
  1.267239e+00  -5.575849e-01 
  1.280955e+00  -1.090651e+00 
  1.294819e+00  -7.198477e-01 
  1.308834e+00  -1.484319e+00 
  1.323000e+00  -1.199666e+00 
  1.337320e+00  -1.793066e+00 
  1.351795e+00  -1.660283e+00 
  1.366426e+00  -9.016324e-01 
  1.381216e+00  -1.546229e+00 
  1.396166e+00  -1.644833e+00 
  1.411277e+00  -8.287688e-01 
  1.426552e+00  -1.905403e+00 
  1.441993e+00  -2.117687e+00 
  1.457600e+00  -1.001297e+00 
  1.473377e+00  -2.050788e+00 
  1.489324e+00  -1.614269e+00 
  1.505444e+00  -1.445716e+00 
  1.521738e+00  -1.122187e+00 
  1.538209e+00  -1.619888e+00 
  1.554858e+00  -1.771125e+00 
  1.571687e+00  -1.186426e+00 
  1.588699e+00  -1.166462e+00 
  1.605894e+00  -1.589567e+00 
  1.623276e+00  -2.104911e+00 
  1.640846e+00  -2.312400e+00 
