Input File: f:\srs007.78d
Measure Group: Swept Sine
Measurement: Freq. Resp.
Num of extracted Points: 300
Start Freq.: 25 Hz
Stop  Freq.: 1 Hz
Sweep Type: Log
Auto Level: Channel 2
Ideal Ref.:  10.0 mV
Ref. Upper Limit:   3.0 dB
Ref. Lower Limit:  -3.0 dB
Max Source:  30.0 mV
Source Ramping: Off
Source Offset:   0.0 mV
Settle Time:   7.8125 ms
Settle Cycles:    1
Integration Time:   15.625 ms
Integration Cycles:   50

    X[Hz]         Mag[dB]     
  5.420451e+00   4.160934e+00 
  5.479119e+00   3.723825e+00 
  5.538424e+00   3.238337e+00 
  5.598369e+00   2.900249e+00 
  5.658964e+00   2.385891e+00 
  5.720214e+00   2.006917e+00 
  5.782128e+00   1.608909e+00 
  5.844711e+00   1.162403e+00 
  5.907972e+00   7.886618e-01 
  5.971918e+00   3.622514e-01 
  6.036556e+00  -9.934213e-02 
  6.101893e+00  -4.560555e-01 
  6.167938e+00  -1.008471e+00 
  6.234697e+00  -1.443640e+00 
  6.302180e+00  -1.848669e+00 
  6.370392e+00  -2.381160e+00 
  6.439343e+00  -2.852384e+00 
  6.509040e+00  -3.311718e+00 
  6.579491e+00  -3.892245e+00 
  6.650705e+00  -4.538846e+00 
  6.722690e+00  -5.120805e+00 
  6.795454e+00  -6.007204e+00 
  6.869005e+00  -6.720157e+00 
  6.943353e+00  -7.721643e+00 
  7.018505e+00  -8.192737e+00 
  7.094471e+00  -8.771464e+00 
  7.171259e+00  -9.140323e+00 
  7.248878e+00  -8.643111e+00 
  7.327337e+00  -8.104991e+00 
  7.406645e+00  -7.064223e+00 
  7.486812e+00  -5.721329e+00 
  7.567846e+00  -3.938200e+00 
  7.649758e+00  -2.371332e+00 
  7.732556e+00  -6.780726e-01 
  7.816250e+00   6.559348e-01 
  7.900851e+00   2.690773e+00 
  7.986366e+00   4.223701e+00 
  8.072808e+00   5.891677e+00 
  8.160185e+00   7.357492e+00 
  8.248507e+00   8.626980e+00 
  8.337787e+00   9.675078e+00 
  8.428032e+00   1.051579e+01 
  8.519254e+00   1.120116e+01 
  8.611463e+00   1.165927e+01 
  8.704670e+00   1.181726e+01 
  8.798886e+00   1.155260e+01 
  8.894122e+00   1.117330e+01 
  8.990389e+00   1.071116e+01 
  9.087697e+00   1.028463e+01 
  9.186059e+00   9.629128e+00 
  9.285485e+00   9.057515e+00 
  9.385988e+00   8.758444e+00 
  9.487578e+00   8.311042e+00 
  9.590269e+00   7.919962e+00 
  9.694070e+00   7.678388e+00 
  9.798995e+00   7.497518e+00 
  9.905056e+00   6.924472e+00 
  1.001226e+01   6.549171e+00 
  1.012063e+01   6.355532e+00 
  1.023018e+01   6.182513e+00 
  1.034090e+01   5.877363e+00 
  1.045283e+01   5.643203e+00 
  1.056597e+01   5.428934e+00 
  1.068033e+01   5.340311e+00 
  1.079593e+01   5.033633e+00 
  1.091278e+01   4.880603e+00 
  1.103090e+01   4.695248e+00 
  1.115029e+01   4.512082e+00 
  1.127098e+01   4.325516e+00 
  1.139297e+01   4.150465e+00 
  1.151628e+01   4.129216e+00 
  1.164093e+01   4.017212e+00 
  1.176693e+01   3.908261e+00 
  1.189429e+01   3.753282e+00 
  1.202303e+01   3.613471e+00 
  1.215316e+01   3.479473e+00 
  1.228470e+01   3.385285e+00 
  1.241767e+01   3.310622e+00 
  1.255207e+01   3.202597e+00 
  1.268793e+01   3.101697e+00 
  1.282526e+01   3.005603e+00 
  1.296408e+01   2.920542e+00 
  1.310439e+01   2.884501e+00 
  1.324623e+01   2.786186e+00 
  1.338960e+01   2.751863e+00 
  1.353453e+01   2.660475e+00 
  1.368102e+01   2.526743e+00 
  1.382910e+01   2.520269e+00 
  1.397878e+01   2.428855e+00 
  1.413008e+01   2.379473e+00 
  1.428302e+01   2.307037e+00 
  1.443761e+01   2.243089e+00 
  1.459388e+01   2.195686e+00 
  1.475184e+01   2.129758e+00 
  1.491151e+01   2.069000e+00 
  1.507290e+01   2.031612e+00 
  1.523605e+01   2.000755e+00 
  1.540096e+01   1.917742e+00 
  1.556765e+01   1.883652e+00 
  1.573615e+01   1.844567e+00 
  1.590647e+01   1.812505e+00 
  1.607864e+01   1.750780e+00 
  1.625267e+01   1.733202e+00 
  1.642858e+01   1.653951e+00 
  1.660640e+01   1.636613e+00 
  1.678614e+01   1.578191e+00 
  1.696782e+01   1.578766e+00 
  1.715148e+01   1.485101e+00 
  1.733712e+01   1.471388e+00 
  1.752477e+01   1.430840e+00 
  1.771445e+01   1.403648e+00 
  1.790619e+01   1.360915e+00 
  1.809999e+01   1.288106e+00 
  1.829590e+01   1.309096e+00 
  1.849393e+01   1.254163e+00 
  1.869410e+01   1.242568e+00 
  1.889644e+01   1.226571e+00 
  1.910097e+01   1.188186e+00 
  1.930771e+01   1.180689e+00 
  1.951669e+01   1.140601e+00 
  1.972793e+01   1.107871e+00 
  1.994146e+01   1.094902e+00 
  2.015730e+01   1.080303e+00 
  2.037547e+01   1.022594e+00 
  2.059601e+01   1.029086e+00 
  2.081893e+01   9.760286e-01 
  2.104427e+01   9.767430e-01 
  2.127205e+01   9.307110e-01 
  2.150229e+01   9.419251e-01 
  2.173502e+01   9.451417e-01 
  2.197027e+01   9.108447e-01 
  2.220807e+01   8.370813e-01 
  2.244844e+01   8.579733e-01 
  2.269141e+01   8.385190e-01 
  2.293702e+01   8.056285e-01 
  2.318528e+01   8.083696e-01 
  2.343623e+01   7.670145e-01 
  2.368989e+01   7.365251e-01 
  2.394630e+01   7.513217e-01 
  2.420549e+01   7.286584e-01 
  2.446748e+01   7.173218e-01 
  2.473231e+01   7.008826e-01 
  2.500000e+01   7.139081e-01 
