Input File: f:\srs006.78d
Measure Group: Swept Sine
Measurement: Freq. Resp.
Num of extracted Points: 200
Start Freq.: 25 Hz
Stop  Freq.: 250 mHz
  7.951564e-01   9.618234e+00 
  8.137721e-01   7.261715e+00 
  8.328237e-01   9.475101e+00 
  8.523213e-01   1.674146e+01 
  8.722753e-01   1.996174e+01 
  8.926965e-01   2.658100e+01 
  9.135958e-01   3.127150e+01 
  9.349843e-01   2.947666e+01 
  9.568736e-01   2.492941e+01 
  9.792753e-01   2.735194e+01 
  1.002202e+00   2.012126e+01 
  1.025665e+00   3.844505e+01 
  1.049677e+00   3.542902e+01 
  1.074251e+00   3.348666e+01 
  1.099401e+00   4.027092e+01 
  1.125139e+00   1.392576e+01 
  1.151481e+00   6.103305e+01 
  1.178438e+00   4.450039e+01 
  1.206027e+00   4.733930e+01 
  1.234262e+00   5.643146e+01 
  1.263158e+00   5.973981e+01 
  1.292730e+00   9.129371e+01 
  1.322995e+00   1.209388e+02 
  1.353968e+00   1.192887e+02 
  1.385666e+00   1.486129e+02 
  1.418107e+00   1.549227e+02 
  1.451306e+00   1.582816e+02 
  1.485283e+00   1.713145e+02 
  1.520056e+00   1.758979e+02 
  1.555643e+00   1.708392e+02 
  1.592062e+00   1.720418e+02 
  1.629335e+00   1.683626e+02 
  1.667480e+00   1.690558e+02 
  1.706518e+00   1.736444e+02 
  1.746470e+00   1.750104e+02 
  1.787357e+00   1.736428e+02 
  1.829202e+00   1.742199e+02 
  1.872026e+00   1.742482e+02 
  1.915853e+00   1.758701e+02 
  1.960706e+00   1.741663e+02 
  2.006608e+00   1.735022e+02 
  2.053586e+00   1.743524e+02 
  2.101663e+00   1.743755e+02 
  2.150866e+00   1.729388e+02 
  2.201221e+00   1.710259e+02 
  2.252754e+00   1.674875e+02 
  2.305495e+00   1.549273e+02 
  2.359470e+00   1.237106e+02 
  2.414708e+00   6.732345e+01 
  2.471240e+00   2.896296e+01 
  2.529095e+00   8.351188e+01 
  2.588305e+00   4.277179e+01 
  2.648901e+00   2.604291e+01 
  2.710915e+00   1.907558e+01 
  2.774381e+00   1.464262e+01 
  2.839333e+00   1.230349e+01 
  2.905806e+00   1.524585e+01 
  2.973835e+00   1.750319e+01 
  3.043457e+00   2.672111e+01 
  3.114708e+00   5.004224e+01 
  3.187628e+00   1.715712e+02 
  3.262255e+00   1.818409e+02 
  3.338629e+00   1.797992e+02 
  3.416791e+00   1.771612e+02 
  3.496783e+00   1.757152e+02 
  3.578647e+00   1.816159e+02 
  3.662428e+00   1.814933e+02 
  3.748171e+00   1.835522e+02 
  3.835921e+00   1.824702e+02 
  3.925725e+00   1.816121e+02 
  4.017632e+00   1.860095e+02 
  4.111691e+00   1.891144e+02 
  4.207951e+00   2.034743e+02 
  4.306465e+00   1.892272e+02 
  4.407285e+00   1.721894e+02 
  4.510466e+00   1.541275e+02 
  4.616062e+00   1.180245e+02 
  4.724131e+00   7.037702e+01 
  4.834729e+00   2.633997e+01 
  4.947917e+00   1.464974e+01 
  5.063755e+00   1.159137e+01 
  5.182304e+00   8.433356e+00 
  5.303629e+00   5.770424e+00 
  5.427795e+00   5.466978e+00 
  5.554867e+00   1.721784e+00 
  5.684915e+00   2.744299e+00 
  5.818006e+00   1.011507e+00 
  5.954214e+00  -5.178713e-01 
  6.093610e+00  -1.892591e+00 
  6.236270e+00  -8.754157e-01 
  6.382270e+00  -7.798673e-01 
  6.531688e+00  -3.026858e+00 
  6.684604e+00  -5.142050e+00 
  6.841100e+00  -3.964675e+00 
  7.001260e+00  -5.304454e+00 
  7.165169e+00  -5.846346e+00 
  7.332916e+00  -8.020965e+00 
  7.504590e+00  -9.697573e+00 
  7.680283e+00  -1.458661e+01 
  7.860089e+00  -1.774409e+01 
  8.044105e+00  -2.259910e+01 
  8.232429e+00  -2.653540e+01 
  8.425160e+00  -3.941150e+01 
  8.622406e+00  -5.459381e+01 
  8.824268e+00  -7.968046e+01 
  9.030857e+00  -9.956775e+01 
  9.242282e+00  -1.182640e+02 
  9.458656e+00  -1.314456e+02 
  9.680097e+00  -1.420451e+02 
  9.906722e+00  -1.475074e+02 
  1.013865e+01  -1.523233e+02 
  1.037601e+01  -1.565399e+02 
  1.061893e+01  -1.572379e+02 
  1.086753e+01  -1.591572e+02 
  1.112196e+01  -1.603551e+02 
  1.138234e+01  -1.626530e+02 
  1.164881e+01  -1.623436e+02 
  1.192153e+01  -1.632819e+02 
  1.220063e+01  -1.630245e+02 
  1.248626e+01  -1.638564e+02 
  1.277858e+01  -1.652556e+02 
  1.307775e+01  -1.647329e+02 
  1.338392e+01  -1.666528e+02 
  1.369725e+01  -1.662529e+02 
  1.401793e+01  -1.663144e+02 
  1.434610e+01  -1.664646e+02 
  1.468197e+01  -1.673244e+02 
  1.502569e+01  -1.665672e+02 
  1.537746e+01  -1.670919e+02 
  1.573747e+01  -1.681232e+02 
  1.610591e+01  -1.666441e+02 
  1.648297e+01  -1.667118e+02 
  1.686886e+01  -1.672478e+02 
  1.726378e+01  -1.667550e+02 
  1.766795e+01  -1.653821e+02 
  1.808158e+01  -1.658892e+02 
  1.850490e+01  -1.664119e+02 
  1.893813e+01  -1.669084e+02 
  1.938149e+01  -1.671628e+02 
  1.983524e+01  -1.660028e+02 
  2.029961e+01  -1.674306e+02 
  2.077485e+01  -1.681602e+02 
  2.126122e+01  -1.676101e+02 
  2.175898e+01  -1.660476e+02 
  2.226839e+01  -1.677796e+02 
  2.278972e+01  -1.671730e+02 
  2.332326e+01  -1.690112e+02 
  2.386929e+01  -1.682113e+02 
  2.442810e+01  -1.670833e+02 
  2.500000e+01  -1.635189e+02 
