Input File: f:\srs006.78d
Measure Group: Swept Sine
Measurement: Freq. Resp.
Num of extracted Points: 200
Start Freq.: 25 Hz
Stop  Freq.: 1 Hz
Sweep Type: Log
Auto Level: Channel 2
Ideal Ref.:  10.0 mV
Ref. Upper Limit:   3.0 dB
Ref. Lower Limit:  -3.0 dB
Max Source:  10.0 mV
Source Ramping: Off
Source Offset:   0.0 mV
Settle Time:   7.8125 ms
Settle Cycles:    1
Integration Time:   15.625 ms
Integration Cycles:   40

    X[Hz]         UP[deg]     
  1.207321e+01  -5.274169e+02 
  1.227009e+01  -5.280123e+02 
  1.247018e+01  -5.278736e+02 
  1.267352e+01  -5.278454e+02 
  1.288019e+01  -5.282237e+02 
  1.309022e+01  -5.278438e+02 
  1.330368e+01  -5.293967e+02 
  1.352062e+01  -5.284880e+02 
  1.374110e+01  -5.292498e+02 
  1.396517e+01  -5.283877e+02 
  1.419290e+01  -5.298932e+02 
  1.442434e+01  -5.288846e+02 
  1.465956e+01  -5.299017e+02 
  1.489861e+01  -5.294163e+02 
  1.514155e+01  -5.295272e+02 
  1.538846e+01  -5.294184e+02 
  1.563940e+01  -5.289048e+02 
  1.589443e+01  -5.312808e+02 
  1.615362e+01  -5.317542e+02 
  1.641703e+01  -5.292332e+02 
  1.668474e+01  -5.298179e+02 
  1.695681e+01  -5.299741e+02 
  1.723332e+01  -5.322042e+02 
  1.751434e+01  -5.293599e+02 
  1.779995e+01  -5.305897e+02 
  1.809021e+01  -5.282824e+02 
  1.838520e+01  -5.313469e+02 
  1.868500e+01  -5.319457e+02 
  1.898969e+01  -5.297397e+02 
  1.929936e+01  -5.317125e+02 
  1.961407e+01  -5.304445e+02 
  1.993391e+01  -5.348341e+02 
  2.025897e+01  -5.310787e+02 
  2.058932e+01  -5.290934e+02 
  2.092507e+01  -5.336489e+02 
  2.126629e+01  -5.308148e+02 
  2.161308e+01  -5.311239e+02 
  2.196552e+01  -5.320962e+02 
  2.232370e+01  -5.321692e+02 
  2.268773e+01  -5.304274e+02 
  2.305770e+01  -5.310215e+02 
  2.343369e+01  -5.301926e+02 
  2.381582e+01  -5.304971e+02 
  2.420418e+01  -5.328553e+02 
  2.459887e+01  -5.252173e+02 
  2.500000e+01  -5.357926e+02 
