Input File: f:\srs013.78d
Measure Group: Swept Sine
Measurement: Freq. Resp.
Num of extracted Points: 200
Start Freq.: 25 Hz
Stop  Freq.: 1 Hz
Sweep Type: Log
Auto Level: Channel 2
Ideal Ref.:  10.0 mV
Ref. Upper Limit:   3.0 dB
Ref. Lower Limit:  -3.0 dB
Max Source:  10.0 mV
Source Ramping: Off
Source Offset:   0.0 mV
Settle Time:   7.8125 ms
Settle Cycles:    5
Integration Time:   15.625 ms
Integration Cycles:   40

    X[Hz]         UP[deg]     
  1.000000e+00  -3.001724e+00 
  1.016307e+00  -8.130460e+00 
  1.032879e+00   6.309259e+00 
  1.049722e+00   4.518665e+00 
  1.066840e+00  -1.855198e+01 
  1.084237e+00  -1.094319e+01 
  1.101917e+00   2.580057e+00 
  1.119886e+00  -1.656697e+01 
  1.138148e+00   3.175498e+00 
  1.156707e+00  -3.493903e+01 
  1.175569e+00   2.514456e+01 
  1.194739e+00   4.551569e+00 
  1.214221e+00   5.417834e+00 
  1.234021e+00  -3.606061e+01 
  1.254144e+00  -1.418402e+01 
  1.274595e+00  -2.830555e+01 
  1.295380e+00   1.422457e+01 
  1.316504e+00   2.019851e+01 
  1.337971e+00   4.431955e+01 
  1.359789e+00   1.956384e+01 
  1.381963e+00  -1.036616e+02 
  1.404499e+00  -1.275235e+02 
  1.427401e+00  -2.665801e+02 
  1.450678e+00  -1.330661e+02 
  1.474334e+00  -2.552146e+02 
  1.498375e+00  -2.411363e+02 
  1.522809e+00  -1.937418e+02 
  1.547641e+00  -2.009847e+02 
  1.572878e+00  -1.678115e+02 
  1.598527e+00  -1.569280e+02 
  1.624593e+00  -1.599611e+02 
  1.651085e+00  -1.619408e+02 
  1.678009e+00  -1.723518e+02 
  1.705372e+00  -1.821656e+02 
  1.733181e+00  -1.785332e+02 
  1.761444e+00  -1.747646e+02 
  1.790167e+00  -1.860070e+02 
  1.819359e+00  -1.761879e+02 
  1.849027e+00  -1.785877e+02 
  1.879179e+00  -1.775925e+02 
  1.909822e+00  -1.819959e+02 
  1.940965e+00  -1.804984e+02 
  1.972616e+00  -1.778953e+02 
  2.004783e+00  -1.763339e+02 
  2.037475e+00  -1.819390e+02 
  2.070699e+00  -1.817890e+02 
  2.104466e+00  -1.835521e+02 
  2.138783e+00  -1.818444e+02 
