Frequency(Hz),Real,Imaginary
2.514288e+00,-2.857973e+00,-2.067624e-01
2.555288e+00,-2.745199e+00,3.030437e-01
2.596956e+00,7.132349e+00,6.457766e+00
2.639304e+00,1.089234e+00,2.358590e-01
2.682343e+00,2.739212e-01,7.970486e-02
2.726083e+00,7.616830e-02,1.414323e-02
2.770537e+00,-3.730426e-02,-7.430365e-03
2.815715e+00,-9.515990e-02,1.112772e-05
2.861631e+00,-9.862634e-02,6.381150e-04
2.908295e+00,-1.199537e-01,1.124053e-02
2.955719e+00,-1.453105e-01,1.070408e-02
3.003918e+00,-1.574968e-01,1.910913e-02
3.052902e+00,-1.796016e-01,2.512725e-02
3.102685e+00,-1.958115e-01,1.105384e-02
3.153280e+00,-2.109645e-01,1.727215e-02
3.204700e+00,-2.315439e-01,3.002792e-02
3.256958e+00,-2.476590e-01,1.767291e-02
3.310069e+00,-2.747711e-01,3.323295e-02
3.364045e+00,-2.985392e-01,2.717760e-02
3.418902e+00,-3.306798e-01,2.932042e-02
3.474653e+00,-3.610993e-01,5.589339e-02
3.531314e+00,-4.090740e-01,5.188481e-02
3.588898e+00,-4.423886e-01,5.518632e-02
3.647421e+00,-5.071580e-01,5.352372e-02
3.706899e+00,-5.833060e-01,7.985009e-02
3.767347e+00,-6.508238e-01,1.101499e-01
3.828780e+00,-7.600289e-01,1.378343e-01
3.891215e+00,-8.774343e-01,2.027894e-01
3.954668e+00,-1.056849e+00,2.666546e-01
4.019156e+00,-1.233796e+00,3.760910e-01
4.084696e+00,-1.521974e+00,5.771255e-01
4.151304e+00,-1.887480e+00,8.640921e-01
4.218998e+00,-2.398669e+00,1.750454e+00
4.287796e+00,-2.852607e+00,3.285728e+00
4.357717e+00,-2.487502e-01,5.633685e+00
4.428777e+00,2.597054e+00,3.733153e+00
4.500996e+00,2.424128e+00,1.535474e+00
4.574393e+00,1.294301e+00,1.403284e+00
4.648987e+00,1.684707e+00,2.150070e+00
4.724797e+00,2.034390e+00,1.711308e+00
4.801843e+00,1.962384e+00,1.121027e+00
4.880146e+00,1.880142e+00,6.391848e-01
4.959725e+00,1.748528e+00,5.043496e-01
5.040602e+00,1.655132e+00,4.045398e-01
5.122798e+00,1.491296e+00,3.071392e-01
5.206335e+00,1.393876e+00,2.715127e-01
5.291233e+00,1.324503e+00,1.993595e-01
5.377516e+00,1.283845e+00,1.670978e-01
5.465206e+00,1.217542e+00,1.460797e-01
5.554326e+00,1.188181e+00,1.246836e-01
5.644899e+00,1.156301e+00,9.191468e-02
5.736949e+00,1.142487e+00,9.755802e-02
5.830501e+00,1.118096e+00,7.359549e-02
5.925577e+00,1.105316e+00,6.669012e-02
6.022204e+00,1.105654e+00,6.018977e-02
6.120407e+00,1.093224e+00,3.614756e-02
6.220211e+00,1.090689e+00,2.751491e-02
6.321643e+00,1.094338e+00,2.005704e-02
6.424728e+00,1.110664e+00,1.151689e-02
6.529495e+00,1.098248e+00,7.847530e-03
6.635970e+00,1.131306e+00,-1.207453e-02
6.744182e+00,1.157819e+00,-3.543322e-02
6.854157e+00,1.180534e+00,-4.993105e-02
6.965927e+00,1.223896e+00,-5.084278e-02
7.079518e+00,1.260774e+00,-9.396385e-02
7.194963e+00,1.317888e+00,-1.258420e-01
7.312289e+00,1.382819e+00,-1.571049e-01
7.431530e+00,1.440333e+00,-1.877671e-01
7.552714e+00,1.503146e+00,-2.238796e-01
7.675874e+00,1.588715e+00,-3.121284e-01
7.801043e+00,1.749928e+00,-3.979272e-01
7.928253e+00,1.871462e+00,-5.254944e-01
8.057537e+00,1.959320e+00,-7.532466e-01
8.188930e+00,2.200660e+00,-9.399868e-01
8.322465e+00,2.192086e+00,-1.223579e+00
8.458178e+00,2.485822e+00,-1.872678e+00
8.596103e+00,2.294130e+00,-2.807335e+00
8.736278e+00,1.769655e+00,-3.679109e+00
8.878738e+00,4.762470e-01,-3.831499e+00
9.023522e+00,-6.448825e-01,-3.604896e+00
9.170667e+00,-1.351267e+00,-3.019027e+00
9.320210e+00,-1.480826e+00,-2.233335e+00
9.472194e+00,-1.539102e+00,-1.636548e+00
9.626655e+00,-1.453173e+00,-1.221520e+00
9.783634e+00,-1.279850e+00,-9.568542e-01
9.943173e+00,-1.201514e+00,-7.771695e-01
1.010532e+01,-1.073213e+00,-5.981943e-01
1.027010e+01,-9.590488e-01,-5.066249e-01
1.043757e+01,-8.669380e-01,-3.997997e-01
1.060778e+01,-7.755445e-01,-3.447839e-01
1.078075e+01,-6.965386e-01,-3.009589e-01
1.095655e+01,-6.656784e-01,-2.695247e-01
1.113522e+01,-5.894983e-01,-2.372709e-01
1.131680e+01,-5.453537e-01,-2.051034e-01
1.150134e+01,-5.094068e-01,-1.821884e-01
1.168889e+01,-4.849198e-01,-1.545357e-01
1.187950e+01,-4.413702e-01,-1.419354e-01
1.207321e+01,-4.052590e-01,-1.242784e-01
1.227009e+01,-3.767627e-01,-1.242676e-01
1.247018e+01,-3.606416e-01,-1.125373e-01
1.267352e+01,-3.327605e-01,-1.004416e-01
1.288019e+01,-3.151686e-01,-9.305570e-02
1.309022e+01,-2.925605e-01,-8.679314e-02
1.330368e+01,-2.773451e-01,-8.090489e-02
1.352062e+01,-2.622667e-01,-7.156851e-02
1.374110e+01,-2.395167e-01,-7.101629e-02
1.396517e+01,-2.377310e-01,-6.875960e-02
1.419290e+01,-2.169291e-01,-6.046690e-02
1.442434e+01,-2.126733e-01,-5.958275e-02
1.465956e+01,-2.060559e-01,-5.345699e-02
1.489861e+01,-1.923059e-01,-4.750897e-02
1.514155e+01,-1.847019e-01,-4.621197e-02
1.538846e+01,-1.724909e-01,-4.505687e-02
1.563940e+01,-1.605835e-01,-5.027551e-02
1.589443e+01,-1.518849e-01,-4.738686e-02
1.615362e+01,-1.523962e-01,-4.387684e-02
1.641703e+01,-1.380863e-01,-3.840792e-02
1.668474e+01,-1.383907e-01,-3.815605e-02
1.695681e+01,-1.378318e-01,-3.810449e-02
1.723332e+01,-1.246231e-01,-4.089832e-02
1.751434e+01,-1.193296e-01,-3.560045e-02
1.779995e+01,-1.135698e-01,-3.190379e-02
1.809021e+01,-1.122751e-01,-2.799810e-02
1.838520e+01,-1.068596e-01,-2.637165e-02
1.868500e+01,-1.042462e-01,-2.598010e-02
1.898969e+01,-9.563637e-02,-2.690090e-02
1.929936e+01,-9.491627e-02,-2.452440e-02
1.961407e+01,-8.089868e-02,-2.726377e-02
1.993391e+01,-8.743245e-02,-2.233891e-02
2.025897e+01,-8.393759e-02,-1.955806e-02
2.058932e+01,-8.151011e-02,-2.035842e-02
2.092507e+01,-7.620437e-02,-2.482737e-02
2.126629e+01,-6.511998e-02,-2.516976e-02
2.161308e+01,-7.218295e-02,-1.771487e-02
2.196552e+01,-7.096899e-02,-1.991374e-02
2.232370e+01,-6.650351e-02,-2.093505e-02
2.268773e+01,-6.673002e-02,-1.692954e-02
2.305770e+01,-6.221549e-02,-1.718923e-02
2.343369e+01,-6.085769e-02,-1.525196e-02
2.381582e+01,-5.629684e-02,-1.742743e-02
2.420418e+01,-5.195843e-02,-1.893227e-02
2.459887e+01,-5.719211e-02,-1.019509e-02
2.500000e+01,-4.904038e-02,-1.704121e-02
