Frequency(Hz),Real,Imaginary
2.555288e+00,1.063857e+00,1.359986e+00
2.596956e+00,1.025285e+00,4.553674e-01
2.639304e+00,2.336077e-01,9.858864e-03
2.682343e+00,-3.685991e-04,1.154049e-01
2.726083e+00,5.140296e-02,-4.308468e-02
2.770537e+00,-8.448521e-02,-2.224420e-02
2.815715e+00,-8.647368e-02,7.809166e-02
2.861631e+00,-4.426259e-02,-2.404033e-02
2.908295e+00,-1.074765e-01,7.735875e-03
2.955719e+00,-1.551846e-01,2.079289e-02
3.003918e+00,-7.922712e-02,-1.832641e-03
3.052902e+00,-1.767661e-01,-1.291700e-02
3.102685e+00,-1.617274e-01,-5.975783e-03
3.153280e+00,-1.671248e-01,1.116517e-02
3.204700e+00,-2.345858e-01,-4.452671e-03
3.256958e+00,-2.178837e-01,-2.255514e-03
3.310069e+00,-2.308662e-01,2.242470e-02
3.364045e+00,-2.757526e-01,3.876958e-03
3.418902e+00,-2.652742e-01,4.087984e-02
3.474653e+00,-2.719920e-01,7.229722e-03
3.531314e+00,-3.797414e-01,3.299134e-02
3.588898e+00,-4.147259e-01,5.652040e-03
3.647421e+00,-4.660291e-01,4.062474e-02
3.706899e+00,-5.387385e-01,4.081244e-02
3.767347e+00,-5.976767e-01,6.088895e-02
3.828780e+00,-6.811073e-01,5.159887e-02
3.891215e+00,-7.683376e-01,4.720890e-02
3.954668e+00,-9.989017e-01,1.261924e-01
4.019156e+00,-1.780410e+00,6.034771e-01
4.084696e+00,-2.113827e+00,7.985970e-01
4.151304e+00,-2.701611e+00,1.016594e+00
4.218998e+00,-3.295507e+00,1.232461e+00
4.287796e+00,-4.329740e+00,-2.196685e-01
4.357717e+00,-6.008059e+00,2.752950e+00
4.428777e+00,-5.414395e+00,9.182141e+00
4.500996e+00,1.936472e+00,9.970647e+00
4.574393e+00,4.343941e+00,7.296262e+00
4.648987e+00,4.354889e+00,3.825460e+00
4.724797e+00,4.008987e+00,1.554863e+00
4.801843e+00,3.570507e+00,8.154797e-01
4.880146e+00,2.869341e+00,5.978008e-01
4.959725e+00,2.601760e+00,3.189628e-01
5.040602e+00,2.326174e+00,3.065687e-01
5.122798e+00,2.089792e+00,2.202139e-01
5.206335e+00,1.938667e+00,7.012209e-02
5.291233e+00,1.739137e+00,4.687438e-02
5.377516e+00,1.682388e+00,2.652011e-02
5.465206e+00,1.660365e+00,2.230056e-02
5.554326e+00,1.563734e+00,5.035449e-03
5.644899e+00,1.518597e+00,2.451881e-02
5.736949e+00,1.481605e+00,2.218859e-02
5.830501e+00,1.490456e+00,-6.464359e-03
5.925577e+00,1.408015e+00,-6.776233e-02
6.022204e+00,1.385975e+00,-7.404766e-02
6.120407e+00,1.400296e+00,-9.940419e-02
6.220211e+00,1.401365e+00,-1.009281e-01
6.321643e+00,1.426117e+00,-9.230286e-02
6.424728e+00,1.447005e+00,-1.416022e-01
6.529495e+00,1.466063e+00,-1.421498e-01
6.635970e+00,1.481414e+00,-1.376118e-01
6.744182e+00,1.525082e+00,-1.527584e-01
6.854157e+00,1.563821e+00,-1.911875e-01
6.965927e+00,1.580878e+00,-2.380553e-01
7.079518e+00,1.624135e+00,-3.077643e-01
7.194963e+00,1.691333e+00,-3.460734e-01
7.312289e+00,1.846155e+00,-4.039245e-01
7.431530e+00,1.866417e+00,-4.479665e-01
7.552714e+00,2.085733e+00,-6.266666e-01
7.675874e+00,2.213094e+00,-6.779878e-01
7.801043e+00,2.394058e+00,-9.804546e-01
7.928253e+00,2.489916e+00,-1.185720e+00
8.057537e+00,2.930354e+00,-1.525212e+00
8.188930e+00,2.786479e+00,-2.211151e+00
8.322465e+00,2.715723e+00,-3.310803e+00
8.458178e+00,1.893234e+00,-3.900433e+00
8.596103e+00,1.161877e+00,-4.852547e+00
8.736278e+00,-9.813196e-01,-4.430472e+00
8.878738e+00,-1.584565e+00,-3.619192e+00
9.023522e+00,-1.941838e+00,-2.833956e+00
9.170667e+00,-1.975486e+00,-1.996122e+00
9.320210e+00,-1.869862e+00,-1.510475e+00
9.472194e+00,-1.684484e+00,-1.121882e+00
9.626655e+00,-1.489523e+00,-8.741216e-01
9.783634e+00,-1.297472e+00,-7.171328e-01
9.943173e+00,-1.202167e+00,-5.141125e-01
1.010532e+01,-1.092848e+00,-4.807346e-01
1.027010e+01,-9.653938e-01,-3.947150e-01
1.043757e+01,-8.827200e-01,-3.229353e-01
1.060778e+01,-8.067128e-01,-2.568298e-01
1.078075e+01,-7.409746e-01,-2.358312e-01
1.095655e+01,-6.820751e-01,-2.069351e-01
1.113522e+01,-6.204729e-01,-1.753270e-01
1.131680e+01,-5.786583e-01,-1.533701e-01
1.150134e+01,-5.494080e-01,-1.435966e-01
1.168889e+01,-4.931011e-01,-1.401742e-01
1.187950e+01,-4.437894e-01,-1.153570e-01
1.207321e+01,-4.440950e-01,-1.047006e-01
1.227009e+01,-3.989861e-01,-9.527342e-02
1.247018e+01,-3.841792e-01,-9.183624e-02
1.267352e+01,-3.640837e-01,-7.557109e-02
1.288019e+01,-3.476196e-01,-8.439992e-02
1.309022e+01,-3.059848e-01,-7.124768e-02
1.330368e+01,-3.072992e-01,-5.035853e-02
1.352062e+01,-2.895292e-01,-7.098393e-02
1.374110e+01,-2.582981e-01,-6.704867e-02
1.396517e+01,-2.608126e-01,-4.279477e-02
1.419290e+01,-2.360992e-01,-3.630792e-02
1.442434e+01,-2.335192e-01,-4.749092e-02
1.465956e+01,-2.287712e-01,-3.946301e-02
1.489861e+01,-2.113182e-01,-4.995507e-02
1.514155e+01,-2.000633e-01,-3.795498e-02
1.538846e+01,-1.844046e-01,-3.487894e-02
1.563940e+01,-1.821091e-01,-3.219695e-02
1.589443e+01,-1.670792e-01,-2.706512e-02
1.615362e+01,-1.551654e-01,-2.783955e-02
1.641703e+01,-1.494046e-01,-2.227988e-02
1.668474e+01,-1.528712e-01,-2.651289e-02
1.695681e+01,-1.441944e-01,-3.682196e-02
1.723332e+01,-1.407885e-01,-1.704078e-02
1.751434e+01,-1.257222e-01,-2.144898e-02
1.779995e+01,-1.218799e-01,-2.412403e-02
1.809021e+01,-1.113610e-01,-2.304919e-02
1.838520e+01,-1.160033e-01,-1.547484e-02
1.868500e+01,-1.119464e-01,-1.448506e-02
1.898969e+01,-1.040625e-01,-1.219784e-02
1.929936e+01,-1.011615e-01,-2.063727e-02
1.961407e+01,-9.571840e-02,-1.943603e-02
1.993391e+01,-8.860827e-02,-1.456305e-02
2.025897e+01,-9.740643e-02,-1.724849e-02
2.058932e+01,-8.473980e-02,-1.104654e-02
2.092507e+01,-8.826904e-02,-1.027491e-02
2.126629e+01,-7.715045e-02,-1.577694e-02
2.161308e+01,-7.380611e-02,-1.072045e-02
2.196552e+01,-7.413836e-02,-1.887324e-02
2.232370e+01,-6.873985e-02,-2.146827e-02
2.268773e+01,-6.991888e-02,-8.543960e-03
2.305770e+01,-5.844603e-02,-9.157943e-03
2.343369e+01,-6.337184e-02,-1.217746e-02
2.381582e+01,-6.273204e-02,-1.195191e-02
2.420418e+01,-6.068723e-02,-1.258650e-02
2.459887e+01,-5.586014e-02,-1.001933e-02
2.500000e+01,-5.327077e-02,-6.256181e-03
