Frequency(Hz),Real,Imaginary
4.084696e+00,-4.212466e+00,2.390544e+00
4.151304e+00,-5.290720e+00,5.411390e+00
4.218998e+00,-2.381824e+00,1.454000e+01
4.287796e+00,9.154700e+00,1.117877e+01
4.357717e+00,1.201836e+01,2.883068e+00
4.428777e+00,7.617221e+00,-2.450374e+00
4.500996e+00,3.364531e+00,-2.981128e+00
4.574393e+00,1.170147e+00,-1.576047e+00
4.648987e+00,1.286473e+00,-7.221626e-01
4.724797e+00,1.337174e+00,-3.121840e-01
4.801843e+00,1.347858e+00,-1.192641e-01
4.880146e+00,1.332587e+00,-9.309241e-02
4.959725e+00,1.286375e+00,-4.168229e-02
5.040602e+00,1.259973e+00,-3.252044e-02
5.122798e+00,1.237266e+00,-1.953804e-02
5.206335e+00,1.213426e+00,-2.940331e-02
5.291233e+00,1.195944e+00,-2.928881e-02
5.377516e+00,1.178536e+00,-4.120891e-02
5.465206e+00,1.150190e+00,-4.575005e-02
5.554326e+00,1.152071e+00,-4.326537e-02
5.644899e+00,1.154341e+00,-4.016322e-02
5.736949e+00,1.141547e+00,-5.298336e-02
5.830501e+00,1.165511e+00,-8.264933e-02
5.925577e+00,1.160198e+00,-8.386626e-02
6.022204e+00,1.165674e+00,-8.343179e-02
6.120407e+00,1.175423e+00,-8.638162e-02
6.220211e+00,1.183865e+00,-1.140203e-01
6.321643e+00,1.212309e+00,-1.490912e-01
6.424728e+00,1.257222e+00,-1.658178e-01
6.529495e+00,1.266184e+00,-1.709675e-01
6.635970e+00,1.291777e+00,-2.075914e-01
6.744182e+00,1.351148e+00,-2.290123e-01
6.854157e+00,1.420181e+00,-2.724762e-01
6.965927e+00,1.451603e+00,-3.442441e-01
7.079518e+00,1.513685e+00,-3.687224e-01
7.194963e+00,1.604782e+00,-4.057892e-01
7.312289e+00,1.744970e+00,-5.028383e-01
7.431530e+00,1.811645e+00,-6.521823e-01
7.552714e+00,1.961162e+00,-8.129936e-01
7.675874e+00,2.071365e+00,-1.002073e+00
7.801043e+00,2.189650e+00,-1.296519e+00
7.928253e+00,2.410034e+00,-1.739598e+00
8.057537e+00,2.308536e+00,-2.485681e+00
8.188930e+00,1.976815e+00,-3.063423e+00
8.322465e+00,1.074143e+00,-3.671807e+00
8.458178e+00,3.318231e-02,-3.928018e+00
8.596103e+00,-1.000287e+00,-3.473378e+00
8.736278e+00,-1.427422e+00,-2.800059e+00
8.878738e+00,-1.660645e+00,-2.212664e+00
9.023522e+00,-1.652216e+00,-1.640624e+00
9.170667e+00,-1.487989e+00,-1.170566e+00
9.320210e+00,-1.431318e+00,-9.459289e-01
9.472194e+00,-1.304990e+00,-7.430165e-01
9.626655e+00,-1.147087e+00,-6.167704e-01
9.783634e+00,-1.040338e+00,-4.996059e-01
9.943173e+00,-9.485601e-01,-3.943755e-01
1.010532e+01,-8.739022e-01,-3.495749e-01
1.027010e+01,-7.707152e-01,-2.954780e-01
1.043757e+01,-7.007794e-01,-2.447300e-01
1.060778e+01,-6.461781e-01,-2.217492e-01
1.078075e+01,-5.939657e-01,-1.837893e-01
1.095655e+01,-5.563042e-01,-1.558589e-01
1.113522e+01,-5.038310e-01,-1.380509e-01
1.131680e+01,-4.684008e-01,-1.289478e-01
1.150134e+01,-4.282783e-01,-1.142034e-01
1.168889e+01,-4.093015e-01,-1.014890e-01
1.187950e+01,-3.856870e-01,-9.390983e-02
1.207321e+01,-3.657185e-01,-8.163451e-02
1.227009e+01,-3.429798e-01,-7.282566e-02
1.247018e+01,-3.064059e-01,-6.583542e-02
1.267352e+01,-3.004008e-01,-6.469985e-02
1.288019e+01,-2.778305e-01,-5.792188e-02
1.309022e+01,-2.712564e-01,-5.843070e-02
1.330368e+01,-2.576539e-01,-4.823398e-02
1.352062e+01,-2.238176e-01,-4.558502e-02
1.374110e+01,-2.198325e-01,-4.173729e-02
1.396517e+01,-2.162973e-01,-4.444786e-02
1.419290e+01,-2.048174e-01,-3.650862e-02
1.442434e+01,-1.943505e-01,-3.818430e-02
1.465956e+01,-1.815524e-01,-3.233384e-02
1.489861e+01,-1.708699e-01,-3.192712e-02
1.514155e+01,-1.644795e-01,-3.040372e-02
1.538846e+01,-1.599236e-01,-2.987573e-02
1.563940e+01,-1.570280e-01,-3.079401e-02
1.589443e+01,-1.429633e-01,-2.192550e-02
1.615362e+01,-1.377287e-01,-1.995940e-02
1.641703e+01,-1.284803e-01,-2.443177e-02
1.668474e+01,-1.235358e-01,-2.218776e-02
1.695681e+01,-1.210297e-01,-2.139721e-02
1.723332e+01,-1.181735e-01,-1.617893e-02
1.751434e+01,-1.052343e-01,-1.977031e-02
1.779995e+01,-1.046346e-01,-1.734148e-02
1.809021e+01,-1.027206e-01,-2.130531e-02
1.838520e+01,-9.201428e-02,-1.400309e-02
1.868500e+01,-9.342331e-02,-1.322009e-02
1.898969e+01,-8.983052e-02,-1.626068e-02
1.929936e+01,-8.291487e-02,-1.207750e-02
1.961407e+01,-7.963694e-02,-1.340597e-02
1.993391e+01,-7.689062e-02,-6.951456e-03
2.025897e+01,-7.262765e-02,-1.140085e-02
2.058932e+01,-6.952021e-02,-1.339579e-02
2.092507e+01,-7.063426e-02,-7.861865e-03
2.126629e+01,-5.525248e-02,-8.934303e-03
2.161308e+01,-6.245492e-02,-9.753490e-03
2.196552e+01,-5.952496e-02,-8.263795e-03
2.232370e+01,-5.830591e-02,-8.018850e-03
2.268773e+01,-5.583162e-02,-9.415751e-03
2.305770e+01,-5.117887e-02,-8.086252e-03
2.343369e+01,-5.107764e-02,-8.829435e-03
2.381582e+01,-4.908288e-02,-8.216211e-03
2.420418e+01,-4.330426e-02,-5.428143e-03
2.459887e+01,-3.731477e-02,-9.846935e-03
2.500000e+01,-3.980751e-02,-2.928450e-03
