Frequency(Hz),Real,Imaginary
9.783634,-1.695150,-1.217903
9.943173,-1.559741,-0.969237
10.105320,-1.399678,-0.759896
10.270100,-1.299204,-0.619032
10.437570,-1.181367,-0.509065
10.607780,-1.006085,-0.422959
10.780750,-0.923158,-0.364957
10.956550,-0.840038,-0.313530
11.135220,-0.752568,-0.267111
11.316800,-0.694847,-0.225542
11.501340,-0.637295,-0.200638
11.688890,-0.582463,-0.184006
11.879500,-0.538089,-0.163256
12.073210,-0.504603,-0.152854
12.270090,-0.475110,-0.143322
12.470180,-0.447507,-0.129966
12.673520,-0.420707,-0.114926
12.880190,-0.394160,-0.104959
13.090220,-0.368282,-0.100025
13.303680,-0.349821,-0.086453
13.520620,-0.332478,-0.079912
13.741100,-0.315191,-0.077065
13.965170,-0.295540,-0.072026
14.192900,-0.278043,-0.067311
14.424340,-0.261856,-0.062132
14.659560,-0.247067,-0.055850
14.898610,-0.237899,-0.055555
15.141550,-0.228516,-0.053883
15.388460,-0.218285,-0.049908
15.639400,-0.209308,-0.045144
15.894430,-0.198883,-0.044016
16.153620,-0.187851,-0.044572
16.417030,-0.178395,-0.042173
16.684740,-0.171140,-0.039560
16.956810,-0.164496,-0.037545
17.233320,-0.157630,-0.036986
17.514340,-0.152221,-0.038185
17.799950,-0.145524,-0.037541
18.090210,-0.137184,-0.034460
18.385200,-0.132452,-0.032390
18.685000,-0.127036,-0.030241
18.989690,-0.121095,-0.028099
19.299360,-0.114935,-0.026297
19.614070,-0.111628,-0.026644
19.933910,-0.107928,-0.026344
20.258970,-0.100977,-0.022768
20.589320,-0.098184,-0.021104
20.925070,-0.095523,-0.020312
21.266290,-0.092250,-0.020290
21.613080,-0.087029,-0.020843
21.965520,-0.083897,-0.019778
22.323700,-0.081923,-0.017833
22.687730,-0.077952,-0.017569
23.057700,-0.074920,-0.015829
23.433690,-0.072588,-0.014303
23.815820,-0.071099,-0.014735
24.204180,-0.066033,-0.014558
24.598870,-0.062537,-0.015573
25.000000,-0.061957,-0.018330
