Frequency(Hz),Real,Imaginary
3.102685,0.517131,-0.034845
3.153280,0.594014,-0.039235
3.204700,0.667515,-0.054215
3.256958,0.743941,-0.064045
3.310069,0.833715,-0.067637
3.364045,0.923426,-0.074061
3.418902,1.024644,-0.092361
3.474653,1.134459,-0.114120
3.531314,1.252189,-0.135289
3.588898,1.401201,-0.157100
3.647421,1.577924,-0.209758
3.706899,1.759197,-0.227704
3.767347,1.983626,-0.292485
3.828780,2.325171,-0.417968
3.891215,2.663716,-0.564902
3.954668,3.188920,-0.856114
4.019156,3.763198,-1.154967
4.084696,4.759010,-1.859852
4.151304,6.000661,-3.339574
4.218998,6.256362,-7.381095
4.287796,1.732197,-11.249121
4.357717,-2.921072,-8.271496
4.428777,-3.154003,-6.745612
4.500996,-4.725433,-6.032830
4.574393,-5.408991,-3.751902
4.648987,-4.852046,-2.093004
4.724797,-3.996719,-1.429334
4.801843,-3.447072,-1.020327
4.880146,-3.001446,-0.727310
4.959725,-2.670501,-0.583804
5.040602,-2.345860,-0.487700
5.122798,-2.139299,-0.373643
5.206335,-1.964879,-0.339633
5.291233,-1.798354,-0.281717
5.377516,-1.646224,-0.253519
5.465206,-1.538037,-0.222622
5.554326,-1.422849,-0.202047
5.644899,-1.321269,-0.189227
5.736949,-1.230778,-0.185325
5.830501,-1.144210,-0.170705
5.925577,-1.067496,-0.167802
6.022204,-0.988404,-0.155809
6.120407,-0.918318,-0.161776
6.220211,-0.840306,-0.164608
6.321643,-0.777674,-0.162999
6.424728,-0.710645,-0.160532
6.529495,-0.644949,-0.181949
6.635970,-0.572140,-0.188637
6.744182,-0.497158,-0.206869
6.854157,-0.412583,-0.223158
6.965927,-0.321389,-0.244614
7.079518,-0.235494,-0.283190
7.194963,-0.136481,-0.327067
7.312289,-0.041292,-0.385216
7.431530,0.081043,-0.458250
7.552714,0.223636,-0.570529
7.675874,0.378740,-0.718988
7.801043,0.527228,-0.908626
7.928253,0.673844,-1.280424
8.057537,0.774171,-1.745577
8.188930,0.820647,-2.308433
8.322465,0.504919,-2.940179
8.458178,-0.405133,-3.412528
8.596103,-1.288345,-3.564039
8.736278,-2.126869,-3.208578
8.878738,-2.571451,-2.579376
9.023522,-2.725665,-1.990500
9.170667,-2.650577,-1.540573
9.320210,-2.566909,-1.126516
9.472194,-2.461603,-0.909096
9.626655,-2.354914,-0.728100
9.783634,-2.292791,-0.630290
9.943173,-2.125458,-0.510598
10.105320,-2.046922,-0.396770
10.270100,-1.976971,-0.375023
10.437570,-1.893065,-0.332782
10.607780,-1.838654,-0.289385
10.780750,-1.773718,-0.266318
10.956550,-1.725135,-0.229083
11.135220,-1.672481,-0.210366
11.316800,-1.622368,-0.186495
11.501340,-1.600365,-0.167666
11.688890,-1.572549,-0.158291
11.879500,-1.536387,-0.150379
12.073210,-1.500838,-0.135721
12.270090,-1.472592,-0.130840
12.470180,-1.452043,-0.118803
12.673520,-1.426775,-0.109085
12.880190,-1.404149,-0.104050
13.090220,-1.391242,-0.094707
13.303680,-1.373066,-0.089994
13.520620,-1.357124,-0.084716
13.741100,-1.334578,-0.084144
13.965170,-1.321325,-0.082785
14.192900,-1.308559,-0.074127
14.424340,-1.293535,-0.070922
14.659560,-1.281726,-0.068555
14.898610,-1.268119,-0.063058
15.141550,-1.260197,-0.060070
15.388460,-1.246575,-0.058924
15.639400,-1.238475,-0.057296
15.894430,-1.231194,-0.053658
16.153620,-1.221117,-0.052601
16.417030,-1.209368,-0.051943
16.684740,-1.202857,-0.047996
16.956810,-1.198428,-0.046364
17.233320,-1.184637,-0.048767
17.514340,-1.178621,-0.042362
17.799950,-1.172152,-0.039561
18.090210,-1.159467,-0.045288
18.385200,-1.158634,-0.040999
18.685000,-1.153245,-0.037809
18.989690,-1.148831,-0.034707
19.299360,-1.145039,-0.037213
19.614070,-1.137864,-0.033299
19.933910,-1.133984,-0.030878
20.258970,-1.128484,-0.032266
20.589320,-1.125335,-0.030824
20.925070,-1.118615,-0.028100
21.266290,-1.112772,-0.032732
21.613080,-1.114405,-0.027232
21.965520,-1.110298,-0.027939
22.323700,-1.102111,-0.027054
22.687730,-1.101146,-0.023124
23.057700,-1.097085,-0.024410
23.433690,-1.092102,-0.024376
23.815820,-1.089165,-0.022887
24.204180,-1.087230,-0.025265
24.598870,-1.084833,-0.022325
25.000000,-1.085378,-0.024917
